M,N,Initial,Final,Diff,RI
7,5,0.3661617096057197,0.32701536465756975,0.03914634494814995,10.690999064403115
7,5,0.3703449816787144,0.34065961239338355,0.02968536928533083,8.015599172094033
7,5,0.3910514362485461,0.36098335178512786,0.030068084463418243,7.689035680796591
7,5,0.3079804705506139,0.2987565492330398,0.009223921317574102,2.994969551505452
7,5,0.4770858169967544,0.4142034319102025,0.06288238508655192,13.180518650165553
7,5,0.3748471319472846,0.3472751096556771,0.02757202229160749,7.355537749048322
7,5,0.3312562684595641,0.2767194527617026,0.05453681569786145,16.463632809568605
7,5,0.38177324948762237,0.3622964891447734,0.019476760342848953,5.10165664278173
7,5,0.38848938324919474,0.34908096823037743,0.03940841501881731,10.144013380550728
7,5,0.43315816503281135,0.3852682542180454,0.04788991081476596,11.055987092183369
7,5,0.45588626062790893,0.3680416020872891,0.08784465854061985,19.26898573772067
7,5,0.4209450278811118,0.3539311620985415,0.06701386578257035,15.919861583802144
7,5,0.4836442849167326,0.4567650629232264,0.02687922199350623,5.557642844499638
7,5,0.37770716631858714,0.346704256503611,0.031002909814976165,8.208186812326971
7,5,0.3510012781923421,0.33295806720464344,0.018043210987698677,5.14049723141217
7,5,0.30796121449170655,0.26773312583952263,0.04022808865218391,13.06271269210989
7,5,0.373280295227712,0.3265323838003933,0.04674791142731871,12.523541163296903
7,5,0.3479972760208125,0.2543493461905202,0.0936479298302923,26.91053530680267
7,5,0.37930625919619293,0.3206267388558103,0.05867952034038265,15.470221995474947
7,5,0.3736047979388173,0.3377782485739258,0.03582654936489149,9.5894243228532
7,5,0.4953571604304723,0.4586461647990427,0.0367109956314296,7.411015437735316
7,5,0.43866023384221275,0.38587466904506235,0.05278556479715041,12.03335992752366
7,5,0.39545763890057506,0.34611920637122434,0.04933843252935072,12.476287641457157
7,5,0.3227837016776917,0.29821784100373655,0.024565860673955164,7.610626108527884
7,5,0.25845713789771757,0.2012226664241509,0.05723447147356667,22.14466659311873
7,5,0.4678596553782364,0.3774160341199015,0.09044362125833494,19.331357217629016
7,5,0.3306690364226253,0.31781123942533035,0.012857796997294946,3.888418805824173
7,5,0.458930167295206,0.40902573007453297,0.04990443722067306,10.87408080292358
7,5,0.24993596417079042,0.2234399798967562,0.026495984274034212,10.60110911286402
7,5,0.4025613470223381,0.3133492290629325,0.08921211795940559,22.16112366954476
